Word,Word2
assoreamento,assoreamento
assuma,assumir
assumam,assumir
assume,assumir
assumem,assumir
assumida,assumido
assumidas,assumido
assumido,assumido
assumidos,assumido
assumimos,assumir
assumindo,assumir
assumir,assumir
assumiu,assumir
assunção,assunção
assunto,assunto
assuntos,assunto
astronomia,astronomia
at,At
atabalhoado,atabalhoado
ataca,ataca
atacada,atacado
atacando,atacar
atacarmos,atacar
ataque,ataque
ataques,ataque
até,até
atela,atela
ateliês,ateliê
atempada,atempado
atempadamente,atempadamente
atempadas,atempado
atempado,atempado
atempados,atempado
atenção,atenção
atenda,
atendem,
atendendo,atender
atender,atender
atenderem,atender
atendidos,atender
atendimento,atendimento
atendimentos,atendimento
atendível,atendível
atenta,atento
atentado,atentado
atentados,atentado
atentam,atentar
atentamente,atentamente
atentar,atentar
atentos,atento
atenuado,atenuado
atenuar,atenuar
aterrem,aterrar
aterro,aterro
aterros,aterro
atestado,atestado
atestados,atestado
atestar,atestar
atinentes,atinente
atinge,atingir
atingem,atingir
atingiam,atingir
atingida,atingir
atingidas,atingir
atingido,atingir
atingidos,atingir
atingindo,atingir
atingir,atingir
atingiram,atingir
atingirem,atingir
atingiu,atingir
atinja,atingir
atinjam,atingir
atira,atirar
atirado,atirado
atiram,atirar
atitude,atitude
atitudes,atitude
ativa,ativa
ativação,ativação
ativada,ativado
ativamente,ativamente
ativas,ativar
atividade,atividade
atividades,atividade
ativista,ativista
ativistas,ativista
ativo,ativo
ativos,ativo
atlantic,
atlântica,atlântico
atlântico,atlântico
atleta,atleta
atletas,atleta
atletismo,atletismo
atmosfera,atmosfera
atmosférica,atmosférico
ato,ato
atolou,atolar
ator,ator
atordoados,atordoado
atores,ator
atormenta,atormentar
atos,ato
atra,
atração,atração
atracção,atração
atractiva,atrativo
atractivas,atrativo
atractividade,atratividade
atractivos,atrativos
atraem,atrair
atrai,atrair
atraia,atrair
atraiam,atrair
atraindo,atrair
atrair,atrair
atraíram,atrair
atrás,atrás
atrasa,atrasar
atrasada,atrasado
atrasado,atrasado
atrasando,atrasar
atrasar,atrasar
atraso,atraso
atrasos,atraso
atrativa,atrativo
atrativas,atrativo
atratividade,atratividade
atrativo,atrativo
atrativos,atrativos
através,através
atravessa,atravessar
atravessados,atravessado
atravessam,atravessar
atravessamos,atravessar
atribuem,atribuir
atribui,atribuir
atribuíam,atribuir
atribuição,atribuição
atribuições,atribuições
atribuída,atribuir
atribuídas,atribuir
atribuído,atribuir
atribuídos,atribuir
atribuindo,atribuir
atribuir,atribuir
atribuível,atribuível
atributos,atributos
atrito,atrito
atropelamento,atropelamento
atropelos,atropelo
atu,
atua,atuar
atuação,atuação
atuais,atual
atual,atual
atualidade,atualidade
atualização,atualização
atualizações,atualização
atualizada,atualizado
atualizadas,atualizado
atualizado,atualizado
atualizados,atualizado
atualizando,atualizar
atualizandoo,atualizar
atualizar,atualizar
atualizaremos,atualizar
atualize,atualizar
atualmente,atualmente
atuam,atuar
atuando,atuar
atuante,atuante
atuar,atuar
atuarem,atuar
atuariais,atuarial
aubry,
audaciosa,audacioso
aúde,
audição,audição
audições,audição
audiência,audiência
audiências,audiência
áudio,áudio
audiologia,audiologia
audiologistas,audiologista
audiovisuais,audiovisual
audiovisual,audiovisual
auditáveis,
auditiva,auditivo
auditivos,auditivo
auditoras,auditor
auditoria,auditoria
auditorias,auditoria
auditórios,auditório
audível,audível
aufere,auferir
auferido,auferir
auferidos,auferir
auferindo,auferir
aula,aula
aulas,aulas
aumenta,aumentar
aumentá,
aumentado,aumentado
aumentam,aumentar
aumentando,aumentar
aumentar,aumentar
aumentará,aumentar
aumentaram,aumentar
aumente,aumentar
aumentem,aumentar
aumento,aumento
aumentos,aumento
aumentou,aumentar
auscultação,auscultação
auscultando,auscultar
auscultar,auscultar
ausência,ausência
ausências,ausência
ausente,ausente
ausentes,ausente
austeridade,austeridade
austrália,austrália
áustria,
autarquia,autarquia
autarquias,autarquia
autárquica,autárquico
autárquicas,autárquico
autárquico,autárquico
autárquicos,autárquico
autenticação,autenticação
autênticas,
autenticidade,autenticidade
autêntico,autêntico
autismo,autismo
auto,auto
autocarro,autocarro
autocarros,autocarro
autoconsumo,
autóctones,autóctone
autocuidado,autocuidado
autodeterminação,autodeterminação
autoestrada,autoestrada
autoestradas,autoestrada
autogeridas,autogerido
autogestão,autogestão
autoidentificação,
autolesivos,
automação,automação
automática,automático
automaticamente,automaticamente
automáticas,automático
automático,automático
automáticos,automático
automatização,automatização
automatizada,automatizado
automatizados,automatizado
automatizar,automatizar
automobilismo,automobilismo
automóveis,automóvel
automóvel,automóvel
autónoma,autónomo
autónomas,autónomo
autonomia,autonomia
autonomias,autonomia
autonomização,autonomização
autonomizada,autonomizar
autonomizando,autonomizar
autónomo,autónomo
autónomos,autónomo
autor,autor
autores,autor
autoridade,autoridade
autoridades,autoridade
autoritárias,autoritário
autoritário,autoritário
autoritarismo,autoritarismo
autorização,autorização
autorizações,autorização
autorizada,autorizado
autorizadas,autorizado
autorizados,autorizado
autorizam,autorizar
autorizar,autorizar
autorizou,autorizar
autorresponsabilidade,
auxiliar,auxiliar
auxiliares,auxiliar
auxilío,auxiliar
auxílio,auxílio
auxílios,auxílio
ava,ave
aval,aval
avaliação,avaliação
avaliações,avaliação
avaliada,avaliado
avaliadas,avaliado
avaliado,avaliado
avaliador,avaliador
avaliadores,avaliador
avaliados,avaliado
avaliam,avaliar
avaliando,avaliar
avaliar,avaliar
avaliativo,avaliativo
avalie,avaliar
avança,avançar
avançada,avançada
avançadas,avançadas
avançado,avançado
avançados,avançado
avançando,avançar
avançar,avançar
avançará,avançar
avançaria,avançar
avance,avançar
avancem,avançar
avanço,avanço
avanços,avanço
avançou,avançar
avassalador,avassalador
avassaladores,avassalador
avc,AVC
aveiro,
avençados,avençado
avenida,avenida
aventura,aventura
aves,ave
avessa,avesso
avessas,avessas
aviação,aviação
avião,avião
aviões,avião
avis,
aviso,aviso
avisos,aviso
avizinha,avizinhar
avolumado,avolumado
avolumar,avolumar
avós,avós
avulsa,avulso
avulso,avulso
avulsos,avulso
axas,axe
azambuja,azambuja
azar,azar
azibo,
azotadas,azotado
azotados,azotado
azul,azul
azulejar,azulejar
azulejo,azulejo
b,b
babysitting,babysitting
bacias,bacia
bacocos,bacoco
bagatelas,bagatela
bahamas,
bairro,bairro
bairros,bairro
baixa,baixa
baixado,baixar
baixando,baixar
baixar,baixar
baixas,baixar
baixe,baixar
baixem,baixar
baixo,baixo
baixos,baixos
bajular,bajular
bala,bala
balança,Balança
balanceado,balancear
balanço,balanço
balanços,balanço
balcão,balcão
balcãs,balcão
balcões,balcão
baldios,baldio
balho,bailar
balnear,balnear
balneares,balnear
báltico,báltico
bálticos,báltico
banca,banca
bancada,bancada
bancária,bancário
bancárias,bancário
bancário,bancário
bancários,bancário
bancarrotas,bancarrota
bancas,banca
banco,banco
bancos,banco
banda,banda
bandas,banda
bandeira,bandeira
bandeiras,bandeira
banhistas,banhista
banho,banho
banidas,banido
banidos,banido
banif,Banif
banir,banir
bank,banir
banqueiros,banqueiro
barata,barata
barato,barato
baratos,barato
bárbara,bárbaro
barca,barca
barcelona,
barcelos,bacelo
barcelos–braga–,
bares,bar
barómetro,barómetro
barra,barra
barrados,barrado
barragem,barragem
barragens,barragem
barrancos,barranco
barras,barra
barreira,barreira
barreiras,barreirar
barreiro,barreiro
base,base
baseada,basear
baseadas,baseado
baseado,baseado
baseados,baseado
basear,basear
baseie,basear
bases,bases
básica,básico
básicas,básico
básico,básico
básicos,básico
basilar,basilar
basilares,basilar
basta,basta
bastando,bastar
bastante,bastante
bastará,bastar
bastião,bastião
bastou,bastar
batalha,batalha
batalhas,batalha
bater,bater
bateremos,bater
baterias,bateria
bateu,bater
batido,batido
bay,
bazuca,bazuca
bce,BCE
bdp,BDP
be,BE
bebé,bebé
bebés,bebé
bebidas,beber
beira,beira
beja–ourique,
belga,belga
bélgica,bélico
bélicas,bélico
belicista,belicista
belize,balizar
bem,bem
bemestar,bem-estar
bene,
benef%2525c3%2525adcios,c
benéficas,benéfico
beneficia,beneficiar
beneficiação,beneficiação
beneficiadas,beneficiado
beneficiado,beneficiado
beneficiados,beneficiado
beneficiam,beneficiar
beneficiando,beneficiar
beneficiar,beneficiar
beneficiará,beneficiar
beneficiária,beneficiário
beneficiárias,beneficiário
beneficiário,beneficiário
beneficiários,beneficiário
beneficiava,beneficiar
beneficie,beneficiar
beneficiem,beneficiar
benefício,benefício
benefícios,benefício
beneficiou,beneficiar
benéfico,benéfico
bens,bens
benzodiazepinas,benzodiazepina
berardo,
berço,berço
berlim,merlim
bertura,abertura
bes,BES
bi,bi
bianual,bianual
bibliográfico,bibliográfico
bibliográficos,
biblioteca,biblioteca
bibliotecário,bibliotecário
bibliotecários,bibliotecário
bibliotecas,biblioteca
bicamarário,camarário
bicicleta,bicicleta
bicicletas,bicicleta
biénio,biénio
bilaterais,bilateral
bilateral,bilateral
bilhete,bilhete
bilhetes,bilhete
bilhética,bilhética
biliário,
bilíngue,bilingue
binacionais,nacional
binária,binário
binárias,binário
binário,binário
binários,binário
binómio,binómio
bio,(-)bio(-)
biocapacidade,
biocombustíveis,biocombustível
biocombustível,biocombustível
biodegradáveis,biodegradável
biodiversidade,biodiversidade
biodiverso,biodiverso
bioeconomia,bioeconomia
biogás,biogás
biológica,biológico
biológicas,biológico
biológico,biológico
biológicos,biológico
biomassa,biomassa
biometano,
biométricos,biométrico
biorresíduos,biorresíduo
biosfera,biosfera
biossimilares,biossimilar
biotecnologia,biotecnologia
bipolarização,bipolarização
bison,
bissau,bisnau
bissexuais,bissexual
bitcoin,bitcoin
bitola,bitola
bivalves,bivalves
blenders,
blending,
blicos,
blindado,blindado
blockchain,blockchain
blocos,bloco
bloqueado,bloqueado
bloquear,bloquear
bloquearam,bloquear
bloqueiam,bloquear
bloqueio,bloqueio
bloqueios,bloqueio
boa,boa
boas,boas
bobadela,botadela
bocachanza,
bodycams,bodycam
bóias,bóias
boicotado,boicotado
boicote,boicote
boicotes,boicote
boleia,boleia
bolonha,
bolsa,bolsa
bolsas,bolsas
bolseiras,bolseiro
bolseiro,bolseiro
bolseiros,bolseiro
bolso,bolso
bolsos,bolso
bom,bom
bomba,bomba
bombardeados,bombardeado
bombas,bomba
bombeiro,bombeiro
bombeiros,bombeiro
bonds,
bonificação,bonificação
bonificações,bonificação
bonificadas,bonificar
bonificado,bonificar
bonificados,bonificar
bons,bom
bónus,bónus
book,
bordo,bordo
borges,
borlas,borla
botânicos,botânico
boticas,botica
botija,botija
botões,botão
box,boxe
boys,boy
bpn,
bpp,
braço,braço
braços,braço
braga,braga
bragança,
braille,braile
branca,branca
brancas,
branco,branco
branda,brando
branqueamento,branqueamento
brasil,brasil
brava,brava
bravos,bravo
breve,breve
brevidade,brevidade
brincar,brincar
britânicas,britânico
britânico,britânico
brp,
brt,
bruno,brunir
bruta,bruta
brutais,brutal
brutal,brutal
bruto,bruto
brutos,bruto
bruxelas,
bt,BT
build,
built,
bulgária,bulário
bullying,bullying
buracos,buraco
burlas,burlar
burnout,burnout
burocracia,burocracia
burocracias,burocracia
burocratas,burocrata
burocrática,burocrático
burocráticas,
burocrático,burocrático
burocráticos,
burocratização,burocratização
bus,bus
busca,busca
buscar,buscar
buscas,busca
business,business
bustíveis,
butária,bulário
buurtzorg,
bypass,bypass
c,c
ca,Ca
cá,cá
cabal,cabal
cabalmente,cabalmente
cabar,
cabaz,cabaz
cabe,caber
cabeça,cabeça
cabeças,
cabem,caber
cabendo,caber
caberá,caber
caberia,caber
cabimento,cabimento
cabo,cabo
cabos,cabo
cabotagem,cabotagem
cabra,cabra
caça,caça
cada,cada
cadastral,cadastral
cadastro,cadastro
cadeia,cadeia
cadeias,cadeia
caderno,caderno
cadernos,caderno
caducar,caducar
caducidade,caducidade
cães,Cães
caf,
cafés,café
caia,
caídos,caídos
caimão,caimão
cair,cair
caíram,cair
cais,cais
caiu,cair
caixa,caixa
caixas,caixa
caixilharias,caixilharia
calçado,calçado
calcula,calcular
calculada,calcular
calculadas,calcular
calculado,calcular
calculadoras,
calculados,calcular
calcular,calcular
cálculo,cálculo
cálculos,cálculo
caldas,caldas
caldeira,caldeira
caldo,caldo
calendário,calendário
calendários,calendário
calendarização,calendarização
calendarizações,calendarização
calendarizadas,calendarizar
calendarizado,calendarizar
calendarizando,calendarizar
caló,
calor,calor
calúnia,calúnia
cama,cama
camada,camada
camadas,camada
câmara,câmara
camarários,camarário
câmaras,câmara
camas,
cambiais,cambial
cambial,cambial
cambio,câmbio
caminham,caminhar
caminhando,caminhar
caminhar,caminhar
caminho,caminho
caminhos,caminho
camisola,camisola
camões,
campanha,campanha
campanhas,campanha
campo,campo
campos,campo
campus,campus
canabinoides,canabinoide
canábis,canábis
canadá,canada
canais,canal
canal,canal
canalização,canalização
canalizada,canalizar
canalizadas,canalizar
canalizado,canalizar
canalizadores,canalizador
canalizar,canalizar
cancelada,cancelar
cancelados,cancelar
cancelamento,cancelamento
cancelando,cancelar
cancro,cancro
candé,canté
candentes,candente
candidata,candidato
candidatam,candidatar
candidatas,candidato
candidato,candidato
candidatos,candidato
candidatura,candidatura
candidaturas,candidatura
cando,
canibalizado,canibalizar
canis,canil
canoagem,canoagem
cansaço,cansaço
cansados,cansado
cansativos,cansativo
cante,cante
cantinas,cantina
cantões,cantão
cantos,canto
cao,cão
caos,caos
caótico,caótico
cap,CAP
capa,capa
capacidade,capacidade
capacidades,capacidade
capacitá,capacitar
capacitação,capacitação
capacitada,capacitado
capacitadas,capacitado
capacitado,capacitado
capacitados,capacitado
capacitando,capacitar
capacitar,capacitar
capacite,capacitar
capacitem,capacitar
capacitismo,capacitismo
caparica,
capaz,capaz
capazes,capaz
capilaridade,capilaridade
capita,capita
capitação,capitação
capitais,capital
capital,capital
capitalismo,capitalismo
capitalista,capitalista
capitalização,capitalização
capitalizar,capitalizar
capítulo,capítulo
capítuloo,capítulo
capítulos,capítulo
capricho,capricho
captação,captação
captações,captação
